No. Orden,N° de serie,Year,Quarter,Month,Day,Categoría,T. respuesta,Business Team,Pago Base CDMX y área metropolitana,Pago Base Interior,menos de 3 días,entre 3 y 6 días,entre 7 y 15 días,entre 16 y 30 días,entre 31 y 59 días,60 días o más,REGION,TR Ciudades principales,TR Otras ciudades,Loc TR,familia matriz global,Ruta,Year.1,Quarter.1,Month.1,Day.1,RESIDENTE/FIJO,time,viabilidad,veces_obj,pagofinal
70719,0BG2948799,2019,Qtr 2,April,14,CORRECTIVO,1.15,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,17,0,30,1.05,0.2875,1651.65
70720,0A1H020531,2019,Qtr 2,April,14,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,TAMAULIPAS,2019,Qtr 2,April,15,0,398,0,0,1573
70723,0EX9293168,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GUANAJUATO,2019,Qtr 2,April,15,0,5,0,0,1365
70724,0AGE474522,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,TAMAULIPAS,2019,Qtr 2,April,15,0,11,0,0,1573
70727,0EX9293386,2019,Qtr 2,April,15,CORRECTIVO,3.75,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GUANAJUATO,2019,Qtr 2,April,15,0,17,0.8,0.75,1092
70728,0EX9293387,2019,Qtr 2,April,15,CORRECTIVO,5.266667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GUANAJUATO,2019,Qtr 2,April,15,0,41,1.05,1.0533334,1415.04997725
70730,0BG2941143,2019,Qtr 2,April,15,CORRECTIVO,1.083333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,TAMAULIPAS,2019,Qtr 2,April,17,0,5,0.6,0.27083325,943.8
70733,0BG0974969,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,15,1,13,0,0,0
70738,0E2B646633,2019,Qtr 2,April,15,CORRECTIVO,0.6666667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,TAMAULIPAS,2019,Qtr 2,April,17,0,10,0.8,0.166666675,1258.4
70739,0BG2947509,2019,Qtr 2,April,15,CORRECTIVO,0.85,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,15,0,33,1.1,0.2125,1730.3
70742,0BG2947147,2019,Qtr 2,April,15,CORRECTIVO,1.166667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,15,0,82,1.15,0.29166675,1808.95
70745,0C4X011365,2019,Qtr 2,April,15,CORRECTIVO,2.866667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,0,46,0.8,0.5733334,572
70746,0A1H020600,2019,Qtr 2,April,15,CORRECTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,GUANAJUATO,2019,Qtr 2,April,16,0,118,1.15,0,1808.95
70751,0D6X451648,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,15,0,6,0,0,715
70753,0BG2946876,2019,Qtr 2,April,15,CORRECTIVO,7.616667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,22,0,4,0.6,1.90416675,588.2364255625
70755,0XPN397749,2019,Qtr 2,April,15,CORRECTIVO,1.583333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,GUANAJUATO,2019,Qtr 2,April,16,0,179,1.15,0.39583325,1808.95
70757,09HB916191,2019,Qtr 2,April,15,CORRECTIVO,0.8,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,15,0,26,0.6,0.16,429
70758,0XLT278481,2019,Qtr 2,April,15,CORRECTIVO,1.266667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,16,0,4,0,0.2533334,0
70759, 09HB914002,2019,Qtr 2,April,15,CORRECTIVO,1.216667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,15,NA,0,0,0,0
70761,0Y4X846817,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,15,1,6,0,0,0
70762,09HB331483,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,15,NA,88,0,0,0
70768,0VGW686533,2019,Qtr 2,April,15,CORRECTIVO,0.4,A3 Professional Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Entry Production Color Low/Mid,CHIHUAHUA,2019,Qtr 2,April,15,0,6,0,0.08,0
70773,0BG0973607,2019,Qtr 2,April,15,CORRECTIVO,1.433333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,ESTADO DE MEXICO,2019,Qtr 2,April,15,0,26,1.05,0.35833325,1651.65
70775,0XFN116939,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,Color Solid Ink Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Color Solid Ink Printers,CHIHUAHUA,2019,Qtr 2,April,16,0,126,0,0,715
70778,0X76093349,2019,Qtr 2,April,15,CORRECTIVO,0.6166667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,TAMAULIPAS,2019,Qtr 2,April,17,0,63,1.1,0.12333334,1501.5
70783,0EX9293159,2019,Qtr 2,April,15,CORRECTIVO,2.9,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GUANAJUATO,2019,Qtr 2,April,15,0,11,0.6,0.58,819
70785,0Y4X848035,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,15,1,27,0,0,0
70791,0A1H022210,2019,Qtr 2,April,15,CORRECTIVO,1.183333,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,15,0,248,1.15,0.29583325,1808.95
70794,0BG2943221,2019,Qtr 2,April,15,CORRECTIVO,0.9833333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,ESTADO DE MEXICO,2019,Qtr 2,April,15,0,7,0.8,0.245833325,1258.4
70801,0AE9551066,2019,Qtr 2,April,15,CORRECTIVO,0.1666667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,ESTADO DE MEXICO,2019,Qtr 2,April,16,1,40,0,0,0
70812,03AG880297,2019,Qtr 2,April,15,CORRECTIVO,2.583333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,18,0,41,1.05,0.5166666,1433.25
70815,09HB333253,2019,Qtr 2,April,15,CORRECTIVO,2.766667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,QUERETARO,2019,Qtr 2,April,17,0,19,0.6,0.5533334,429
70819,09HB331352,2019,Qtr 2,April,15,CORRECTIVO,1.383333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,ESTADO DE MEXICO,2019,Qtr 2,April,15,NA,33,0,0,0
70820,09HB331484,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,15,NA,54,0,0,0
70821,0D6X463381,2019,Qtr 2,April,15,CORRECTIVO,1.4,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,Entry Mono Printers,NUEVO LEON,2019,Qtr 2,April,15,0,62,1.05,0.155555555555556,750.75
70822,09HB331571,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,15,1,46,0,0,0
70824,06HB007261,2019,Qtr 2,April,15,INSTALACION NUEVA,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,24,NA,0,0,0,0
70825,09HB333888,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,15,NA,21,0,0,0
70826,0A1H022530,2019,Qtr 2,April,15,CORRECTIVO,1.116667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,15,0,34,1.1,0.27916675,1730.3
70827,0BG2941133,2019,Qtr 2,April,15,CORRECTIVO,1.05,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,TAMAULIPAS,2019,Qtr 2,April,24,0,76,1.15,0.2625,1808.95
70828,0BG2951498,2019,Qtr 2,April,15,CORRECTIVO,0.8833333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,DURANGO,2019,Qtr 2,April,23,0,80,1.15,0.220833325,1808.95
70829,0AGD461521,2019,Qtr 2,April,15,CORRECTIVO,1.733333,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,DURANGO,2019,Qtr 2,April,15,0,35,1.1,0.43333325,1730.3
70837,0C7X246884,2019,Qtr 2,April,15,CORRECTIVO,1.15,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,15,0,229,1.05,0.23,750.75
70839,03AG880355,2019,Qtr 2,April,15,CORRECTIVO,0.3833333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,15,0,7,0.6,0.07666666,819
70841,0Y4X842970,2019,Qtr 2,April,15,CORRECTIVO,1.683333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,GUANAJUATO,2019,Qtr 2,April,16,0,25,0.8,0.3366666,1092
70842,0XPN397750,2019,Qtr 2,April,15,CORRECTIVO,1.066667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,Entry Production Color Low/Mid,QUERETARO,2019,Qtr 2,April,16,0,94,1.15,0.177777833333333,1808.95
70843,0C7X246857,2019,Qtr 2,April,15,CORRECTIVO,1.516667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,15,0,42,0.8,0.3033334,572
70846,0C7X246698,2019,Qtr 2,April,15,CORRECTIVO,0.9333333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,0,34,0.8,0.18666666,572
70847,0C7X246888,2019,Qtr 2,April,15,CORRECTIVO,2.833333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,0,19,0.6,0.5666666,429
70849,0XU8464707,2019,Qtr 2,April,15,CORRECTIVO,0.9666666,Entry Production Color Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Xerox Color Press,COLIMA,2019,Qtr 2,April,15,1,6,0,0,0
70850,0D6X459986,2019,Qtr 2,April,15,CORRECTIVO,2.55,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Entry Mono Printers,TAMAULIPAS,2019,Qtr 2,April,16,NA,0,0,0,0
70851,0C7X371958,2019,Qtr 2,April,15,CORRECTIVO,4.183333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,30,0,12,0,0.464814777777778,0
70853,0D6X459991,2019,Qtr 2,April,15,CORRECTIVO,1.3,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,TAMAULIPAS,2019,Qtr 2,April,16,0,152,1.05,0.26,750.75
70860,09HB328042,2019,Qtr 2,April,15,CORRECTIVO,0.03333334,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,15,0,102,1.05,0.00370370444444444,750.75
70861,07CX042311,2019,Qtr 2,April,15,CORRECTIVO,0.5833333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,15,0,367,1.1,0.11666666,1501.5
70864,09HB331542,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,15,1,5,0,0,0
70867,0PW4980265,2019,Qtr 2,April,15,CORRECTIVO,2.433333,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,17,0,10,0.8,0.60833325,1258.4
70868,0BG0966745,2019,Qtr 2,April,15,CORRECTIVO,0.06666667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,17,0,17,1.05,0.0166666675,1651.65
70870,09HB331395,2019,Qtr 2,April,15,CORRECTIVO,1,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,METRO,5,9,Ciudad principal,A4 Mono MFPs,ESTADO DE MEXICO,2019,Qtr 2,April,16,1,17,0,0,0
70876,0EX9283991,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,TAMAULIPAS,2019,Qtr 2,April,16,0,12,0,0,1365
70877,0EX9297582,2019,Qtr 2,April,15,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Departmental Digital,COAHUILA,2019,Qtr 2,April,16,0,7,0,0,1365
70878,0C7X371958,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,16,0,-14,0,0,715
70879,1021065,2019,Qtr 2,April,16,CORRECTIVO,3.683333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,COAHUILA,2019,Qtr 2,April,16,NA,25,0,0,0
70880,0EX9664404,2019,Qtr 2,April,16,CORRECTIVO,1.4,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,16,0,47,1.05,0.28,1433.25
70881,0Y4X820694,2019,Qtr 2,April,16,CORRECTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,CHIHUAHUA,2019,Qtr 2,April,24,0,36,1.05,0,1433.25
70882,0EX9665373,2019,Qtr 2,April,16,CORRECTIVO,3.966667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GUANAJUATO,2019,Qtr 2,April,16,0,26,0.8,0.7933334,1092
70884,09HB331468,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,1,77,0,0,0
70885,09HB331426,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,1,20,0,0,0
70886,09HB331518,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,NA,20,0,0,0
70887,3RB705952,2019,Qtr 2,April,16,CORRECTIVO,1.833333,A4 Color Laser MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Color Laser MFPs,NUEVO LEON,2019,Qtr 2,April,17,0,33,0.8,0.203703666666667,572
70888,09HB331514,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,NA,20,0,0,0
70890,0Y4X848853,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Light Production Digital Business,JALISCO,2019,Qtr 2,April,16,NA,20,0,0,0
70896,0EX9665193,2019,Qtr 2,April,16,CORRECTIVO,1.8,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,17,0,68,1.1,0.36,1501.5
70897,0A4T554111,2019,Qtr 2,April,16,CORRECTIVO,1.283333,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,16,0,57,0.8,0.2566666,572
70899,0EX9293121,2019,Qtr 2,April,16,CORRECTIVO,3.116667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,16,0,25,0.8,0.6233334,1092
70901,09HB331517,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,NA,6,0,0,0
70906,0A4T558879,2019,Qtr 2,April,16,CORRECTIVO,2.166667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,22,0,61,1.05,0.4333334,750.75
70925,0XLT281160,2019,Qtr 2,April,16,CORRECTIVO,0.4833333,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,Entry Mono Printers,COAHUILA,2019,Qtr 2,April,22,1,201,0,0,0
70928,0UHA002009,2019,Qtr 2,April,16,CORRECTIVO,6.716667,High End Cut Sheet,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,3,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,22,0,53,1.15,2.238889,1802.39577375
70934,03AG879544,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,16,0,0,0,0,1365
70935,0RXD138972,2019,Qtr 2,April,16,CORRECTIVO,0.6333333,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,DURANGO,2019,Qtr 2,April,25,0,54,0.8,0.12666666,572
70942,0PW4111396,2019,Qtr 2,April,16,CORRECTIVO,2.4,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,COAHUILA,2019,Qtr 2,April,16,0,13,0.8,0.6,1258.4
70943,0A1H021115,2019,Qtr 2,April,16,CORRECTIVO,2.45,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,COAHUILA,2019,Qtr 2,April,24,0,50,1.1,0.6125,1730.3
70944,0X76371424,2019,Qtr 2,April,16,CORRECTIVO,1.366667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,16,0,39,1.05,0.2733334,1433.25
70950,0C4X003106,2019,Qtr 2,April,16,CORRECTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,16,0,223,1.05,0,750.75
70951,0C4X011365,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,0,0,0,0,715
70956,0EX9283410,2019,Qtr 2,April,16,CORRECTIVO,2.166667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GUANAJUATO,2019,Qtr 2,April,18,0,36,1.05,0.4333334,1433.25
70957,0X76703255,2019,Qtr 2,April,16,CORRECTIVO,3.633333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,16,0,0,1.1,0.7266666,1501.5
70958,0E2B666252,2019,Qtr 2,April,16,CORRECTIVO,1.333333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,GUANAJUATO,2019,Qtr 2,April,16,0,126,1.15,0.33333325,1808.95
70961,09HB331492,2019,Qtr 2,April,16,CORRECTIVO,1.783333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,METRO,5,9,Ciudad principal,A4 Mono MFPs,CIUDAD DE MEXICO,2019,Qtr 2,April,16,1,28,0,0,0
70962,06HB014103,2019,Qtr 2,April,16,CORRECTIVO,0.7833334,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,16,0,126,1.05,0.15666668,750.75
70963,09HB331428,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,1,13,0,0,0
70965,0Y4X848737,2019,Qtr 2,April,16,CORRECTIVO,2.533333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,METRO,5,9,Ciudad principal,Light Production Digital Business,CIUDAD DE MEXICO,2019,Qtr 2,April,16,1,28,0,0,0
70967,0C7X246885,2019,Qtr 2,April,16,CORRECTIVO,1.733333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,17,NA,0,0,0,0
70970,09HB331668,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,16,1,15,0,0,0
70975,0BG2947505,2019,Qtr 2,April,16,CORRECTIVO,3.533333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,COLIMA,2019,Qtr 2,April,17,1,28,0,0,0
70976,0D6X469486,2019,Qtr 2,April,16,CORRECTIVO,0.3833333,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,DURANGO,2019,Qtr 2,April,17,0,50,0.8,0.07666666,572
70978,0BB1564112,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,23,0,41,0,0,715
70979,0X76703255,2019,Qtr 2,April,16,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,16,0,0,0,0,1365
